カード名,R,型番,エキスパンション,21-01-30,21-01-31,21-02-01,21-02-02,21-02-03,21-02-04,21-02-05,21-02-06,21-02-07,21-02-08,21-02-09
メルメタルGX,HR,217/173,SM12a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
モクロー,S,162/150,SM8b,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
モクロー,P,290/SM-P,PROMO,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500,4500,4500
モクロー,S,200/190,s4a,450.0,450.0,450.0,450.0,450.0,400.0,400.0,400.0,400,400,400
モクロー＆アローラナッシーGX,RR,001/054,SM10b,1250.0,1250.0,1250.0,1250.0,1250.0,1200.0,1200.0,1000.0,1000,1000,1000
モクロー＆アローラナッシーGX,SR,055/054,SM10b,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1350.0,1350,1350,1350
モクロー＆アローラナッシーGX,SR,056/054,SM10b,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500,3500,3500
モクロー＆アローラナッシーGX,HR,063/054,SM10b,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1650.0,1650,1350,1350
モスノウ,R,016/060,S1H,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10
モスノウ,UR,084/070,s1a,3250.0,3250.0,3250.0,3250.0,3250.0,3250.0,3250.0,3250.0,3250,3250,3250
モスノウ,_,048/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10
モスノウ,S,233/190,s4a,600.0,600.0,600.0,600.0,600.0,600.0,650.0,650.0,650,650,650
モルフォンGX,SR,056/055,SM9a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
モルフォンGX,HR,064/055,SM9a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
モルペコV,RR,019/060,S1H,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
モルペコVMAX,RRR,020/060,S1H,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
モルペコV,SR,062/060,S1H,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
モルペコVMAX,HR,069/060,S1H,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
モルペコ,P,032/S-P,PROMO,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700,1700,1700
モルペコ,P,035/S-P,PROMO,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
モルペコ,P,068/S-P,PROMO,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
モルペコ,P,107/S-P,PROMO,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
モルペコ,P,137/S-P,PROMO,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
モルペコVMAX,_,003/004,sp2,250.0,150.0,150.0,150.0,150.0,150.0,150.0,250.0,250,250,350
モルペコ,S,243/190,s4a,420.0,420.0,420.0,400.0,400.0,350.0,350.0,350.0,350,350,350
ヤクデ,S,217/190,s4a,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ヤドン＆コダックGX,RR,011/094,SM11,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
ヤドン＆コダックGX,SR,095/094,SM11,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ヤドン＆コダックGX,SR,096/094,SM11,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,2000,2000,2000
ヤドン＆コダックGX,HR,107/094,SM11,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,800,800,800
ヤバチャ,_,076/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
ヤバチャ,S,251/190,s4a,150.0,120.0,120.0,100.0,100.0,100.0,100.0,150.0,150,150,150
ヤミラミV,RR,036/060,S1H,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,50,50
ヤミラミV,SR,064/060,S1H,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ヤレユータン,S,204/150,SM8b,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ヤレユータン,R,049/060,S1H,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ヤレユータン,UR,092/076,s3a,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300,2300,2300
ヤレユータン,_,147/190,s4a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ヤレユータン,S,297/190,s4a,500.0,500.0,500.0,450.0,450.0,450.0,500.0,500.0,500,500,500
ユキハミ,C,015/060,S1H,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0
ユキハミ,_,047/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10
ユキハミ,S,232/190,s4a,350.0,350.0,350.0,300.0,250.0,250.0,300.0,300.0,300,250,250
ユキハミ,M,047/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10
ヨクバリスV,P,076/S-P,PROMO,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
ヨクバリス,S,299/190,s4a,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ヨコハマのピカチュウ,プロモーション,280/SM-PPROMO,_,4500.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,0,0
ヨコハマのピカチュウ,プロモーション,281/SM-PPROMO,_,4500.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,0,0
ヨコハマのピカチュウ,プロモーション,282/SM-PPROMO,_,2500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0,0,0
ヨコハマのピカチュウ,プロモーション,283/SM,PPROMO,2500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0,0,0
ヨワシGX,SR,051/050,SM2L,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ヨワシGX,HR,056/050,SM2L,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ヨワシ,CHR,053/049,SM11b,150.0,150.0,150.0,150.0,150.0,150.0,250.0,200.0,250,250,250
ヨワシGX,SR,174/173,SM12a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ヨワシGX,HR,211/173,SM12a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ライコウ,A,015/076,s3a,1000.0,1000.0,1000.0,1000.0,1000.0,1200.0,1200.0,1200.0,1200,1100,1100
ライチュウGX,SR,074/072,SM3+,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ライチュウGX,HR,079/072,SM3+,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,6000.0,6000.0,6000,6000,6000
ライチュウ＆アローラライチュウGX,RR,008/054,SM10a,500.0,500.0,500.0,500.0,500.0,550.0,550.0,550.0,550,550,550
ライチュウ＆アローラライチュウGX,SR,056/054,SM10a,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,900,900,900
ライチュウ＆アローラライチュウGX,SR,057/054,SM10a,4000.0,4000.0,4000.0,4500.0,4500.0,5500.0,5500.0,5500.0,6000,6000,6000
ライチュウ＆アローラライチュウGX,HR,064/054,SM10a,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1500,1500,1500
ラティアス＆ラティオスGX,RR,060/095,SM9,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ラティアス＆ラティオスGX,SR,104/095,SM9,450.0,450.0,450.0,450.0,450.0,600.0,600.0,600.0,600,600,600
ラティアス＆ラティオスGX,SR,105/095,SM9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000,10000,10000
ラティアス＆ラティオスGX,HR,114/095,SM9,1000.0,1000.0,1000.0,1000.0,1000.0,1500.0,1500.0,1500.0,1800,1800,1800
ラティアス◆,PR,066/096,SM7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ラティオスGX,RR,034/094,SM11,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
ラティオスGX,SR,099/094,SM11,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ラティオスGX,HR,109/094,SM11,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700,700,700
ラティオス◆,PR,067/096,SM7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ラビフット,S,215/190,s4a,200.0,200.0,200.0,200.0,200.0,200.0,200.0,150.0,150,150,150
ラプラスGX,SR,061/060,SM1S,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ラプラスGX,HR,067/060,SM1S,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
ラプラス,U,012/094,SM11,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ラプラスV,RR,014/060,S1W,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ラプラスVMAX,RRR,015/060,S1W,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ラプラスV,SR,062/060,S1W,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ラプラスVMAX,HR,069/060,S1W,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700,700,700
ラプラスV,RR,031/190,s4a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ラプラスVMAX,RRR,032/190,s4a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ラプラスV,SSR,311/190,s4a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ラプラスVMAX,SSR,312/190,s4a,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
ラフレシア,R,003/051,SM3H,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ラフレシアGX,RR,003/049,SM11b,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ラフレシアGX,SR,062/049,SM11b,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1800,1200,1200
ラフレシアGX,HR,069/049,SM11b,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,1200,1000,1000
ラランテスGX,SR,061/060,SM1M,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ラランテスGX,HR,067/060,SM1M,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
ラルトス,S,194/150,SM8b,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
リーフィアGX,RR,012/066,SM5S,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
リーフィアGX,SR,067/066,SM5S,650.0,650.0,800.0,800.0,800.0,800.0,800.0,800.0,1500,1500,1500
リーフィアGX,HR,073/066,SM5S,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3500.0,3500.0,3500,3500,3500
リーフィアGX,P,268/SM-P,PROMO,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000,8000,8000
リーフィアGX,SSR,206/150,SM8b,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3200,3200,3500
リオル,S,181/150,SM8b,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
リザード,S,167/150,SM8b,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
リザードンGX,RR,011/051,SM3H,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
リザードンGX,SR,052/051,SM3H,10000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000,11000,11000
リザードンGX,HR,058/051,SM3H,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000,75000,75000
リザードン,R,003/053,SM6a,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
リザードンGX,_,013/131,SMH,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
リザードンGX,SSR,209/150,SM8b,50000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000,45000,45000
リザードン,R,013/095,SM9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,50,50,50
リザードンGX,_,009/051,SML,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200,3200,3200
リザードンGX,RR,007/024,smP2,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250,250,250
リザードン,P,366/SM-P,PROMO,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000,5000,5000
リザードンV,_,001/021,SC炎,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
リザードンVMAX,_,002/021,SC炎,2200.0,2200.0,2200.0,2200.0,2200.0,2350.0,2350.0,2350.0,2350,2350,2350
リザードンV,P,103/S-P,PROMO,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000,150000,150000
リザードンVMAX,P,104/S-P,PROMO,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000,500000,500000
リザードン,R,012/100,s4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
リザードン,P,143/S-P,PROMO,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
リザードンV,SSR,307/190,s4a,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000,10000,9000
リザードンVMAX,SSR,308/190,s4a,18000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000,18000,20000
リザードンV,_,001/021,sC2,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
リザードンVMAX,_,002/021,sC2,2200.0,2200.0,2200.0,2200.0,2200.0,2350.0,2350.0,2350.0,2350,2350,2350
リザードン&テールナーGX,RR,008/064,SM11a,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,200,200
リザードン&テールナーGX,SR,067/064,SM11a,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1650,1800,1800
リザードン&テールナーGX,SR,068/064,SM11a,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,6000.0,6500,6000,6000
リザードン&テールナーGX,HR,075/064,SM11a,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,4000.0,3800.0,3650,3800,3650
ルカリオGX,SR,053/050,SM5+,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ルカリオGX,HR,059/050,SM5+,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2500,2500,2500
ルカリオ,S,182/150,SM8b,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
ルカリオGX,SSR,224/150,SM8b,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2400,2400,2400
ルカリオV,_,050/127,SD,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
ルカリオ＆メルメタルGX,RR,029/054,SM9b,50.0,80.0,50.0,50.0,50.0,50.0,50.0,50.0,100,120,120
ルカリオ＆メルメタルGX,SR,058/054,SM9b,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450,450,450
ルカリオ＆メルメタルGX,SR,059/054,SM9b,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000,3000,3000
ルカリオ＆メルメタルGX,HR,065/054,SM9b,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600,600,600
ルカリオ&メルメタルGX,RR,083/173,SM12a,50.0,80.0,50.0,50.0,50.0,50.0,50.0,50.0,100,120,120
ルカリオ&メルメタルGX,UR,224/173,SM12a,2500.0,2750.0,2750.0,2750.0,2750.0,2750.0,3500.0,3500.0,3650,3650,3650
ルガルガンGX,SR,053/050,SM2L※真夜中,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
ルガルガンGX,HR,058/050,SM2L※真夜中,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
ルガルガンGX,SR,054/049,SM2+,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600,600,600
ルガルガンGX,HR,062/049,SM2+,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
ルガルガンGX,SSR,226/150,SM8b※真夜中,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
ルガルガンGX,SSR,227/150,SM8b※黄昏,600.0,600.0,600.0,600.0,600.0,600.0,800.0,800.0,800,800,800
ルギアGX,RR,072/095,SM8,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
ルギアGX,SR,100/095,SM8,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,2000.0,2000.0,2000,2000,2000
ルギアGX,HR,108/095,SM8,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000,6000,6000
ルギア,P,151/S-P,PROMO,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
ルナアーラGX,RR,028/060,SM1M,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ルナアーラGX,SR,062/060,SM1M,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
ルナアーラGX,HR,068/060,SM1M,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300,1300,1300
ルナアーラGX,RR,049/114,SM4+,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ルナアーラGX,UR,124/114,SM4+,2550.0,2550.0,2550.0,2550.0,2550.0,2750.0,2750.0,2750.0,2750,2750,2750
ルナアーラGX,_,005/021,SME,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
ルナアーラGX,UR,248/150,SM8b,2100.0,2100.0,2100.0,2100.0,2100.0,2750.0,2750.0,2750.0,2750,2750,2750
ルナアーラ◆,PR,032/066,SM5M,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,30,30,30
ルナアーラ◆,PR,047/150,SM8b,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,30,30,30
レアコイル,S,188/150,SM8b,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
レシラムGX,RR,008/053,SM6a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
レシラムGX,SR,054/053,SM6a,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
レシラムGX,HR,060/053,SM6a,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500,2500,2500
レシラムGX,SSR,211/150,SM8b,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1800,2000,2000
レシラム,A,021/190,s4a,50.0,50.0,50.0,50.0,50.0,50.0,50.0,30.0,30,30,30
レシラム＆ゼクロムGX,RR,036/049,SM11b,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
レシラム＆ゼクロムGX,SR,064/049,SM11b,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,2000.0,2000.0,2000,2000,2000
レシラム＆ゼクロムGX,HR,071/049,SM11b,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600,1500,1500
レシラム＆リザードンGX,RR,007/095,SM10,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,120,120,120
レシラム＆リザードンGX,SR,096/095,SM10,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2500,2500,2850
レシラム＆リザードンGX,SR,097/095,SM10,13000.0,13000.0,13000.0,13000.0,13000.0,16000.0,16000.0,16000.0,20000,20000,20000
レシラム＆リザードンGX,HR,108/095,SM10,7200.0,7200.0,7200.0,7200.0,7200.0,7200.0,8000.0,8000.0,8000,8000,8000
レシラム＆リザードンGX,RR,016/173,SM12a,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,120,120,120
レシラム＆リザードンGX,UR,220/173,SM12a,26000.0,24000.0,24000.0,24000.0,24000.0,28000.0,30000.0,30000.0,35000,35000,35000
レジロックV,_,005/024,SA闘,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
レックウザGX,SR,101/096,SM7,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
レックウザGX,HR,109/096,SM7,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,9000.0,9000.0,9000,9000,9000
レックウザGX,SSR,240/150,SM8b,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000,9000,9000
レックウザ,P,003/S-P,PROMO,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
レックウザ,A,056/076,s3a,2000.0,2000.0,2000.0,2000.0,2000.0,1800.0,1800.0,1800.0,1800,1800,1800
レドームシ,S,207/190,s4a,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80,80
ロケット団のミミッキュGX,_,010/026,SMD,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200,2200,2200
ロトム,S,237/190,s4a,250.0,250.0,250.0,250.0,250.0,250.0,220.0,220.0,220,220,220
ワタシラガV,RR,010/096,S2,80.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,100,100,100
ワタシラガV,SR,097/096,S2,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ワタシラガV,RR,016/190,s4a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ワタシラガ,S,210/190,s4a,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80,80
ワタシラガV,SSR,306/190,s4a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ワタシラガ,_,009/021,sEF,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80,80
ワンパチ,S,238/190,s4a,350.0,350.0,350.0,350.0,350.0,350.0,350.0,320.0,320,320,320
アイリス,SR,082/076,BW9,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000,15000,15000
アオギリの切り札,SR,077/070,XY5,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
アカギ◆,PR,059/066,SM5S,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
アカギ◆,PR,144/173,SM12a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
アカネ,SR,101/095,SM8,1350.0,1350.0,1350.0,1350.0,1650.0,1650.0,2000.0,2000.0,2000,2350,2350
アクロマ,SR,075/070,BW7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
アズサ,SR,064/059,XY8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000,10000,10000
アセロラ,SR,056/049,SM2+,65000.0,70000.0,70000.0,70000.0,70000.0,75000.0,75000.0,75000.0,75000,75000,75000
アセロラ,TR,054/054,SM9b,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
アセロラ,P,395/SM-P,PROMO,280000.0,280000.0,280000.0,280000.0,280000.0,280000.0,300000.0,300000.0,300000,300000,300000
あばれる君,P,320/SM-P,PROMO,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000,10000,10000
アララギ博士,SR,055/051,BW8,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000,6000,6000
アローラの仲間たち,P,401/SM-P,PROMO,80000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,85000.0,90000,90000,90000
アンズ,SR,062/055,SM9a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,500,500,500
イツキ,SR,189/173,SM12a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
イリマ,SR,065/060,SM1S,900.0,900.0,900.0,900.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
ウカッツ,P,077/S-P,PROMO,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ウカッツ,SR,191/190,s4a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ウツギ博士のレクチャー,SR,102/095,SM8,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600,600,600
ウツギ博士のレクチャー,TR,095/095,SM12,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ウルトラ調査隊,SR,055/050,SM5+,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
AZ,SR,093/088,XY4,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
エーテル財団職員,P,219/SM-P,PROMO,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
エーテル財団職員,SR,151/150,SM8b,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
エール団のしたっぱ,SR,067/060,S1H,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
エール団のしたっぱ,HR,071/060,S1H,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
エール団のしたっぱ,P,085/S-P,PROMO,5.0,5.0,5.0,30.0,30.0,30.0,30.0,30.0,30,30,30
エール団のしたっぱ,_,107/127,SD,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
N,SR,180/171,BESTXY,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000,15000,15000
N,SR,071/066,BW2,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000,5000,5000
Nの覚悟,SR,066/049,SM11b,450.0,450.0,450.0,450.0,500.0,500.0,500.0,500.0,500,800,1000
エリカ,P,362/SM-P,PROMO,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450,450,450
エリカのおもてなし,R,084/095,SM9,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
エリカのおもてなし,SR,107/095,SM9,3700.0,3700.0,3700.0,3700.0,4000.0,4500.0,4500.0,4000.0,4000,4000,4000
エリカのおもてなし,P,324/SM-P,PROMO,30.0,30.0,30.0,100.0,100.0,100.0,100.0,100.0,100,100,100
エリカのおもてなし,_,146/173,SM12a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
エリカのおもてなし,SR,190/173,SM12a,7000.0,7000.0,7000.0,7500.0,8000.0,9000.0,9000.0,10000.0,11000,9000,9000
エリカのおもてなし,_,018/024,SB,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
エリカのおもてなし,_,108/127,SD,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
オーキド博士のセッティング,SR,072/064,SM11a,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
オカルトマニア,SR,181/171,BESTXY,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000,20000,20000
おじょうさま,U,085/094,SM6,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
